#       point_x         point_y         point_z             U_x             U_y             U_z
      179.99999             -46             1.5     0.016630796       3.7508671    0.0021129052
      179.99999             -50             1.5               0           6.875               0
      183.99999             -46             1.5     0.013071315       3.7507874     0.002074025
      183.99999             -50             1.5               0           6.875               0
            188             -46             1.5    0.0096687805        3.750723    0.0020458401
            188             -50             1.5               0           6.875               0
            192             -46             1.5    0.0063844003       3.7506768    0.0020287602
            192             -50             1.5               0           6.875               0
            196             -46             1.5    0.0032011107       3.7506649     0.002068478
            196             -50             1.5               0           6.875               0
            200             -50             1.5               0       7.9158587    0.0011752644
            200             -46             1.5               0       6.8750548    0.0034369595
           -196             -42             1.5   -0.0063919325       3.7537099    0.0035779756
           -200             -42             1.5               0       6.8796337    0.0057743872
           -192             -42             1.5    -0.012838064       3.7537467    0.0035796512
           -188             -42             1.5    -0.019448547       3.7539112    0.0036174487
     -183.99999             -42             1.5    -0.026310905       3.7541403    0.0036706694
     -179.99998             -42             1.5    -0.033502788       3.7544305    0.0037450254
     -175.99997             -42             1.5    -0.041108244        3.754784    0.0038399469
     -171.99996             -42             1.5    -0.049216691        3.755207    0.0039556944
     -167.99993      -41.999999             1.5    -0.057919258       3.7557041    0.0040926564
     -163.99988      -41.999999             1.5    -0.067309708       3.7562772    0.0042518647
     -159.99981      -41.999998             1.5     -0.07748637       3.7569263    0.0044357321
     -155.99971      -41.999996             1.5      -0.0885491         3.75765    0.0046456545
     -151.99956      -41.999993             1.5     -0.10060556       3.7584458    0.0048831755
     -147.99935      -41.999987             1.5     -0.11376941       3.7593108    0.0051488466
     -143.99904      -41.999979             1.5     -0.12815322         3.76024    0.0054445668
     -139.99862      -41.999965             1.5      -0.1438565       3.7612249    0.0057721141
     -135.99806      -41.999943             1.5     -0.16096724       3.7622487    0.0061330861
     -131.99734      -41.999909             1.5     -0.17955339       3.7632851    0.0065275178
     -127.99642      -41.999855             1.5     -0.19964871       3.7642943    0.0069552133
     -123.99531      -41.999775             1.5     -0.22124217       3.7652192    0.0074162424
     -119.99402      -41.999653             1.5     -0.24425211       3.7659814    0.0079097171
     -115.99256      -41.999476             1.5     -0.26849888       3.7664754     0.008434415
     -111.99101      -41.999219             1.5      -0.2936726       3.7665643    0.0089882602
     -107.98945      -41.998856             1.5     -0.31929512       3.7660721    0.0095668001
     -103.98801      -41.998353             1.5     -0.34467541       3.7647778     0.010158629
     -99.986819      -41.997671             1.5     -0.36887705       3.7624342     0.010752824
     -95.986013      -41.996771             1.5     -0.39072032       3.7588098     0.011340281
     -91.985703      -41.995621             1.5     -0.40878974       3.7537013     0.011913767
     -87.985952      -41.994204             1.5     -0.42141588       3.7469571     0.012468559
     -83.986761      -41.992538             1.5     -0.42683584       3.7387248     0.012989112
     -79.988063      -41.990687             1.5     -0.42365321       3.7294096     0.013470445
     -75.989735      -41.988777             1.5     -0.41098641       3.7196059     0.013916552
     -71.991634      -41.986987             1.5     -0.38868748       3.7101538      0.01432533
     -67.993614      -41.985536             1.5     -0.35759006       3.7018973     0.014699457
     -63.995553      -41.984637             1.5     -0.31932952       3.6955321     0.015041261
     -59.997369      -41.984434             1.5     -0.27612367       3.6915199     0.015352294
     -55.999015       -41.98496             1.5     -0.23051304       3.6900557     0.015630197
     -52.000468      -41.986134             1.5     -0.18509212       3.6910774     0.015869146
     -48.001711      -41.987778             1.5     -0.14221981       3.6942572     0.016061552
     -44.002726      -41.989664             1.5     -0.10377128       3.6990432     0.016201739
     -40.003497      -41.991582             1.5    -0.070959641       3.7047802     0.016292046
     -36.004012      -41.993375             1.5    -0.044311026       3.7108275      0.01635197
     -32.004267      -41.994938             1.5    -0.023776985       3.7166439     0.016417665
     -28.004271      -41.996231             1.5   -0.0088951318       3.7218717     0.016520052
     -24.004051      -41.997254             1.5    0.0010244025       3.7263409     0.016657659
     -20.003643      -41.998031             1.5    0.0067587055       3.7300102     0.016794095
     -16.003087      -41.998602             1.5    0.0091149307        3.732909     0.016900942
     -12.002419      -41.999002             1.5    0.0088763947        3.735086     0.016976393
     -8.0016697      -41.999265             1.5    0.0067640991       3.7365983     0.017023649
     -4.0008592      -41.999414             1.5    0.0034391751       3.7374954     0.017045814
  1.1423487e-06      -41.999463             1.5  -0.00048180028        3.737807     0.017045062
      4.0008615      -41.999415             1.5   -0.0044046383       3.7375403     0.017022557
       8.001672      -41.999265             1.5   -0.0077336257       3.7366835     0.016978072
      12.002422      -41.999002             1.5   -0.0098493832       3.7352074     0.016909451
      16.003089      -41.998602             1.5    -0.010090793       3.7330692     0.016812842
      20.003646      -41.998031             1.5   -0.0077406871       3.7302185     0.016683514
      24.004055      -41.997253             1.5   -0.0020190439       3.7266075     0.016521842
      28.004275       -41.99623             1.5    0.0078815589       3.7222055     0.016353989
      32.004272      -41.994936             1.5     0.022745874       3.7170447     0.016216232
      36.004018      -41.993372             1.5     0.043279725       3.7112882     0.016113993
      40.003506      -41.991579             1.5     0.069954748       3.7052981     0.016017064
      44.002738      -41.989659             1.5      0.10280989       3.6996288     0.015885098
      48.001727      -41.987771             1.5       0.1412913       3.6949379      0.01569594
      52.000489      -41.986126             1.5      0.18415063        3.691893     0.015448383
      55.999041       -41.98495             1.5      0.22948116       3.6910505     0.015148926
        59.9974      -41.984422             1.5      0.27488408       3.6927414     0.014806656
      63.995591      -41.984623             1.5      0.31771321        3.697028     0.014429229
      67.993658      -41.985519             1.5      0.35538137       3.7037053     0.014023353
      71.991683      -41.986968             1.5      0.38565038       3.7122838     0.013593877
      75.989788      -41.988756             1.5      0.40691601        3.722012     0.013142214
      79.988117      -41.990665             1.5      0.41843946       3.7319661     0.012670365
      83.986816      -41.992516             1.5      0.42052925       3.7412723     0.012178508
      87.986005      -41.994183             1.5      0.41419381       3.7493353     0.011661423
      91.985751      -41.995601             1.5      0.40088542       3.7557894     0.011125886
      95.986057      -41.996753             1.5      0.38238775       3.7605562     0.010585316
      99.986858      -41.997655             1.5      0.36037373       3.7638198     0.010044293
      103.98804      -41.998339             1.5      0.33626788       3.7658223     0.009508755
      107.98948      -41.998845             1.5      0.31122038       3.7668292    0.0089841409
      111.99104       -41.99921             1.5      0.28610331       3.7670903    0.0084748827
      115.99258      -41.999468             1.5      0.26154725       3.7668138    0.0079847406
      119.99403      -41.999648             1.5      0.23798201       3.7661675     0.007517059
      123.99533       -41.99977             1.5      0.21567864       3.7652862    0.0070744233
      127.99643      -41.999852             1.5      0.19478798       3.7642725    0.0066586264
      131.99735      -41.999907             1.5      0.17537009       3.7631999    0.0062707288
      135.99807      -41.999942             1.5      0.15742187       3.7621203    0.0059112596
      139.99863      -41.999964             1.5      0.14089738       3.7610702    0.0055805691
      143.99904      -41.999978             1.5      0.12572226       3.7600731    0.0052783759
      147.99935      -41.999987             1.5      0.11180452       3.7591428     0.005003798
      151.99956      -41.999992             1.5      0.09904237       3.7582877    0.0047560908
      155.99971      -41.999996             1.5     0.087329943       3.7575122    0.0045343183
      159.99981      -41.999997             1.5     0.076561839       3.7568165     0.004337123
      163.99988      -41.999999             1.5     0.066634414       3.7561989    0.0041632165
      167.99993      -41.999999             1.5      0.05744733       3.7556566    0.0040113601
      171.99996             -42             1.5     0.048904822       3.7551861    0.0038804199
      175.99997             -42             1.5     0.040915625       3.7547841    0.0037696438
      179.99998             -42             1.5     0.033392634       3.7544471    0.0036784885
      183.99999             -42             1.5     0.026252745       3.7541713    0.0036066761
            188             -42             1.5     0.019417235       3.7539544    0.0035556154
            192             -42             1.5     0.012811883       3.7538003    0.0035201709
            196             -42             1.5    0.0063692223       3.7537499    0.0035275503
            200             -42             1.5               0       6.8796822    0.0057195994
           -196             -38             1.5   -0.0095181314       3.7590515    0.0046243242
           -200             -38             1.5               0        6.888216    0.0074239086
           -192             -38             1.5    -0.019140634       3.7592058     0.004647696
     -187.99999             -38             1.5    -0.029002522       3.7595755    0.0047015197
     -183.99999             -38             1.5    -0.039233253       3.7600883    0.0047768577
     -179.99998             -38             1.5    -0.049948871        3.760743    0.0048829422
     -175.99997             -38             1.5    -0.061278488       3.7615445    0.0050192886
     -171.99994      -37.999999             1.5    -0.073354503       3.7625024    0.0051866953
     -167.99991      -37.999999             1.5    -0.086315046       3.7636248     0.005386035
     -163.99985      -37.999998             1.5     -0.10030775       3.7649175    0.0056186085
     -159.99976      -37.999997             1.5     -0.11548479       3.7663837    0.0058865388
     -155.99963      -37.999994             1.5     -0.13200153       3.7680246    0.0061921913
     -151.99944       -37.99999             1.5     -0.15002384       3.7698409    0.0065384716
     -147.99915      -37.999982             1.5     -0.16972402       3.7718288    0.0069276329
     -143.99876       -37.99997             1.5      -0.1912745       3.7739768     0.007362964
      -139.9982      -37.999951             1.5      -0.2148377       3.7762637    0.0078469871
     -135.99746       -37.99992             1.5     -0.24055889       3.7786525     0.008381404
     -131.99649      -37.999871             1.5     -0.26855764       3.7810835    0.0089670654
     -127.99526      -37.999797             1.5     -0.29890956       3.7834671    0.0096041746
     -123.99376      -37.999682             1.5     -0.33162177       3.7856745     0.010293035
     -119.99199      -37.999511             1.5     -0.36660038       3.7875276     0.011032958
     -115.98999      -37.999261             1.5     -0.40360704       3.7887834     0.011821956
     -111.98785      -37.998897             1.5     -0.44221267       3.7891215     0.012656407
     -107.98569       -37.99838             1.5     -0.48172498        3.788135     0.013530176
     -103.98369      -37.997658             1.5     -0.52111784       3.7853252     0.014431141
     -99.982033      -37.996672             1.5     -0.55898476       3.7801318     0.015346359
     -95.980931      -37.995355             1.5     -0.59349523       3.7719962     0.016264476
     -91.980546      -37.993646             1.5       -0.622377       3.7604074     0.017175501
     -87.980971      -37.991508             1.5     -0.64290324       3.7449923     0.018070351
     -83.982196      -37.988943             1.5     -0.65213212       3.7260766      0.01892222
     -79.984106      -37.986034             1.5     -0.64776124       3.7046164     0.019714676
     -75.986503      -37.982975             1.5     -0.62829856       3.6819669     0.020452845
      -71.98916      -37.980057             1.5      -0.5934213       3.6601082     0.021136668
     -67.991858       -37.97766             1.5     -0.54453732       3.6410995     0.021767937
     -63.994433      -37.976162             1.5     -0.48438559       3.6265568     0.022347709
     -59.996793      -37.975819             1.5     -0.41659841       3.6175088     0.022872409
     -55.998902      -37.976695             1.5     -0.34529975       3.6143692     0.023333929
     -52.000752      -37.978642             1.5     -0.27466315       3.6169606     0.023722746
      -48.00234      -37.981345             1.5     -0.20842134       3.6244803     0.024030694
     -44.003649      -37.984405             1.5      -0.1494945        3.635612       0.0242551
     -40.004657      -37.987459             1.5    -0.099701759         3.64881     0.024405385
     -36.005335      -37.990258             1.5    -0.059731428       3.6625894     0.024512159
     -32.005672       -37.99265             1.5    -0.029355955       3.6757497     0.024621639
     -28.005674       -37.99459             1.5   -0.0077136356       3.6875319     0.024755781
     -24.005375      -37.996097             1.5    0.0063677386       3.6975985     0.024915214
     -20.004826      -37.997225             1.5     0.014132061       3.7058649     0.025072228
     -16.004082      -37.998042             1.5     0.016837874       3.7123834      0.02519387
     -12.003194      -37.998609             1.5     0.015685355       3.7172735     0.025279568
     -8.0022034      -37.998979             1.5     0.011757886       3.7206658     0.025332787
     -4.0011339      -37.999188             1.5    0.0060403218       3.7226701      0.02535641
  1.7680097e-06      -37.999256             1.5  -0.00055531624       3.7233573     0.025352256
      4.0011374      -37.999188             1.5   -0.0071551296       3.7227507     0.025321482
      8.0022069      -37.998979             1.5    -0.012884137       3.7208237     0.025264075
      12.003198      -37.998609             1.5    -0.016828194       3.7175063     0.025178187
      16.004085      -37.998042             1.5    -0.018003342       3.7126958     0.025059865
       20.00483      -37.997225             1.5    -0.015331537       3.7062688     0.024903799
       24.00538      -37.996097             1.5   -0.0076167426       3.6981063     0.024709169
      28.005679      -37.994589             1.5    0.0064030797       3.6881523     0.024506017
      32.005678      -37.992648             1.5     0.027983835       3.6764806     0.024322032
      36.005343      -37.990254             1.5     0.058317339       3.6634241     0.024161283
      40.004667      -37.987453             1.5     0.098279351       3.6497535     0.024002519
      44.003663      -37.984397             1.5       0.1480901       3.6366924      0.02379504
      48.002358      -37.981336             1.5      0.20703035       3.6257543     0.023504421
      52.000775      -37.978631             1.5      0.27323376        3.618506     0.023121157
      55.998932      -37.976681             1.5      0.34372894       3.6162769     0.022649061
      59.996832      -37.975802             1.5      0.41471704       3.6198793     0.022098401
       63.99448       -37.97614             1.5      0.48194793       3.6294902     0.021481299
      67.991913      -37.977635             1.5      0.54122811         3.64467     0.020810536
      71.989221      -37.980029             1.5      0.58888129       3.6643241     0.020097335
      75.986571      -37.982944             1.5      0.62219767       3.6867157     0.019348464
      79.984175      -37.986001             1.5      0.63990621       3.7096279     0.018570084
      83.982265       -37.98891             1.5      0.64256807        3.731013     0.017763577
      87.981036      -37.991476             1.5      0.63190683       3.7495095     0.016924575
      91.980607      -37.993617             1.5      0.61036793       3.7642579     0.016069183
      95.980985      -37.995328             1.5      0.58092987       3.7750876     0.015217818
      99.982079      -37.996648             1.5      0.54629291        3.782443     0.014375437
      103.98373      -37.997638             1.5      0.50870057       3.7869075     0.013548531
      107.98573      -37.998363             1.5      0.46991666       3.7891024     0.012743645
      111.98788      -37.998883             1.5       0.4312559       3.7896041     0.011966439
      115.99001      -37.999249             1.5      0.39365159       3.7888923     0.011221729
      119.99201      -37.999503             1.5      0.35771827       3.7873542     0.010513674
      123.99377      -37.999675             1.5      0.32383233        3.785298    0.0098455218
      127.99527      -37.999792             1.5      0.29219021       3.7829544    0.0092195296
      131.99649      -37.999868             1.5      0.26285578       3.7804884     0.008636973
      135.99747      -37.999918             1.5      0.23580171        3.778017    0.0080982367
      139.99821      -37.999949             1.5      0.21093988       3.7756207      0.00760362
      143.99876      -37.999969             1.5      0.18814362       3.7733511    0.0071526769
      147.99916      -37.999981             1.5      0.16726332       3.7712384    0.0067438408
      151.99944      -37.999989             1.5      0.14813738       3.7693003    0.0063754759
      155.99963      -37.999994             1.5      0.13060051       3.7675444    0.0060458978
      159.99976      -37.999996             1.5      0.11448924       3.7659707    0.0057531889
      163.99985      -37.999998             1.5     0.099644029       3.7645753     0.005495582
      167.99991      -37.999999             1.5     0.085911453       3.7633519    0.0052712761
      171.99994      -37.999999             1.5     0.073145456       3.7622927    0.0050786204
      175.99997             -38             1.5     0.061207395       3.7613896    0.0049164205
      179.99998             -38             1.5     0.049965066       3.7606351    0.0047839222
      183.99999             -38             1.5     0.039292597       3.7600213    0.0046804707
      187.99999             -38             1.5     0.029069594       3.7595426    0.0046077733
            192             -38             1.5     0.019185664       3.7592007      0.00455777
            196             -38             1.5    0.0095338371       3.7590385    0.0045495834
            200             -38             1.5               0       6.8881502    0.0073386128
           -196             -34             1.5    -0.012545063       3.7666898    0.0054690968
           -200             -34             1.5               0       6.9008946    0.0087397807
           -192             -34             1.5    -0.025248509       3.7670152    0.0055102348
     -187.99999             -34             1.5    -0.038271691       3.7676693    0.0055800557
     -183.99999             -34             1.5    -0.051775516       3.7685808     0.005677581
     -179.99998             -34             1.5    -0.065916234       3.7697496    0.0058141491
     -175.99996             -34             1.5    -0.080868068       3.7711847    0.0059897868
     -171.99993      -33.999999             1.5     -0.09680808       3.7729014    0.0062062116
     -167.99988      -33.999999             1.5     -0.11392368       3.7749135    0.0064649294
     -163.99981      -33.999998             1.5     -0.13241336       3.7772315    0.0067676642
     -159.99969      -33.999996             1.5     -0.15248442        3.779864    0.0071169396
     -155.99952      -33.999993             1.5       -0.174355       3.7828206    0.0075160936
     -151.99926      -33.999987             1.5     -0.19825528       3.7861088    0.0079691093
     -147.99888      -33.999978             1.5     -0.22442357        3.789726     0.008479611
     -143.99835      -33.999963             1.5     -0.25309888       3.7936533     0.009051685
      -139.9976       -33.99994             1.5     -0.28451675       3.7978532     0.009688916
      -135.9966      -33.999902             1.5     -0.31889813       3.8022624     0.010393985
     -131.99528      -33.999842             1.5     -0.35643497        3.806779     0.011168895
      -127.9936       -33.99975             1.5     -0.39726923        3.811248      0.01201495
     -123.99153      -33.999611             1.5     -0.44145819       3.8154438     0.012933313
     -119.98908      -33.999402             1.5     -0.48893409       3.8190491     0.013923874
     -115.98629      -33.999095             1.5     -0.53944561       3.8216277     0.014984662
     -111.98328      -33.998648             1.5     -0.59248597       3.8225951     0.016111644
     -107.98023      -33.998007             1.5     -0.64720348       3.8212007     0.017298442
      -103.9774      -33.997105             1.5      -0.7022561       3.8165335     0.018533535
     -99.975063      -33.995855             1.5     -0.75575013       3.8075493     0.019802604
     -95.973536      -33.994158             1.5     -0.80515028       3.7931482     0.021091831
      -91.97307      -33.991911             1.5     -0.84715417        3.772269     0.022386288
     -87.973802      -33.989025             1.5     -0.87771791       3.7441409      0.02366873
     -83.975706      -33.985468             1.5     -0.89238824       3.7093041     0.024894042
