#       point_x         point_y         point_z             U_x             U_y             U_z
     -139.99862      -41.999965             1.5               0            3.75               0
     -135.99806      -41.999943             1.5               0            3.75               0
     -131.99734      -41.999909             1.5               0            3.75               0
     -127.99642      -41.999855             1.5               0            3.75               0
     -123.99531      -41.999775             1.5               0            3.75               0
     -119.99402      -41.999653             1.5               0            3.75               0
     -115.99256      -41.999476             1.5               0            3.75               0
     -111.99101      -41.999219             1.5               0            3.75               0
     -107.98945      -41.998856             1.5               0            3.75               0
     -103.98801      -41.998353             1.5               0            3.75               0
     -99.986819      -41.997671             1.5               0       3.7500001               0
     -95.986013      -41.996771             1.5               0       3.7500001               0
     -91.985703      -41.995621             1.5               0       3.7500001               0
     -87.985952      -41.994204             1.5               0       3.7500001               0
     -83.986761      -41.992538             1.5               0       3.7500002               0
     -79.988063      -41.990687             1.5               0       3.7500002               0
     -75.989735      -41.988777             1.5               0       3.7500003               0
     -71.991634      -41.986987             1.5               0       3.7500003               0
     -67.993614      -41.985536             1.5               0       3.7500003               0
     -63.995553      -41.984637             1.5               0       3.7500003               0
     -59.997369      -41.984434             1.5               0       3.7500002               0
     -55.999015       -41.98496             1.5               0       3.7500001               0
     -52.000468      -41.986134             1.5               0            3.75               0
     -48.001711      -41.987778             1.5               0       3.7499999               0
     -44.002726      -41.989664             1.5               0       3.7499997               0
     -40.003497      -41.991582             1.5               0       3.7499996               0
     -36.004012      -41.993375             1.5               0       3.7499995               0
     -32.004267      -41.994938             1.5               0       3.7499994               0
     -28.004271      -41.996231             1.5               0       3.7499994               0
     -24.004051      -41.997254             1.5               0       3.7499995               0
     -20.003643      -41.998031             1.5               0       3.7499995               0
     -16.003087      -41.998602             1.5               0       3.7499996               0
     -12.002419      -41.999002             1.5               0       3.7499996               0
     -8.0016697      -41.999265             1.5               0       3.7499997               0
     -4.0008592      -41.999414             1.5               0       3.7499997               0
  1.1423487e-06      -41.999463             1.5               0       3.7499997               0
      4.0008615      -41.999415             1.5               0       3.7499997               0
       8.001672      -41.999265             1.5               0       3.7499997               0
      12.002422      -41.999002             1.5               0       3.7499996               0
      16.003089      -41.998602             1.5               0       3.7499996               0
      20.003646      -41.998031             1.5               0       3.7499995               0
      24.004055      -41.997253             1.5               0       3.7499994               0
      28.004275       -41.99623             1.5               0       3.7499994               0
      32.004272      -41.994936             1.5               0       3.7499994               0
      36.004018      -41.993372             1.5               0       3.7499995               0
      40.003506      -41.991579             1.5               0       3.7499996               0
      44.002738      -41.989659             1.5               0       3.7499997               0
      48.001727      -41.987771             1.5               0       3.7499998               0
      52.000489      -41.986126             1.5               0            3.75               0
      55.999041       -41.98495             1.5               0       3.7500001               0
        59.9974      -41.984422             1.5               0       3.7500002               0
      63.995591      -41.984623             1.5               0       3.7500003               0
      67.993658      -41.985519             1.5               0       3.7500003               0
      71.991683      -41.986968             1.5               0       3.7500003               0
      75.989788      -41.988756             1.5               0       3.7500002               0
      79.988117      -41.990665             1.5               0       3.7500002               0
      83.986816      -41.992516             1.5               0       3.7500002               0
      87.986005      -41.994183             1.5               0       3.7500001               0
      91.985751      -41.995601             1.5               0       3.7500001               0
      95.986057      -41.996753             1.5               0       3.7500001               0
      99.986858      -41.997655             1.5               0            3.75               0
      103.98804      -41.998339             1.5               0            3.75               0
      107.98948      -41.998845             1.5               0            3.75               0
