#       point_x         point_y         point_z             U_x             U_y             U_z
     -48.005562             -50             1.5               0       6.8757975               0
     -44.006981      -45.995943             1.5   -0.0077595694       3.7423852    0.0040295006
     -44.006151             -50             1.5               0       6.8757714               0
     -40.007444      -45.996258             1.5   0.00084437568       3.7435352      0.00405765
     -40.006538             -50             1.5               0        6.875718               0
     -36.007634      -45.996675             1.5    0.0073269008       3.7446893    0.0041490223
      -36.00669             -50             1.5               0       6.8756457               0
     -32.007533      -45.997142             1.5     0.011699288       3.7457846    0.0042384883
     -32.006596             -50             1.5               0       6.8755634               0
     -28.007153      -45.997615             1.5     0.014127085       3.7467669    0.0042978858
     -28.006263             -50             1.5               0       6.8754787               0
     -24.006527      -45.998059             1.5     0.014892028        3.747592    0.0043372646
      -24.00572             -50             1.5               0        6.875398               0
     -20.005702      -45.998451             1.5     0.014307744       3.7482488    0.0043644999
     -20.005004             -50             1.5               0       6.8753254               0
     -16.004727      -45.998777             1.5     0.012677046       3.7487457    0.0043822152
     -16.004155             -50             1.5               0       6.8752641               0
     -12.003645      -45.999032             1.5     0.010278238       3.7490995    0.0043940091
     -12.003208             -50             1.5               0       6.8752156               0
     -8.0024874      -45.999216             1.5    0.0073494607        3.749336    0.0044092438
     -8.0021916             -50             1.5               0       6.8751805               0
     -4.0012709      -45.999327             1.5    0.0040914322       3.7494756    0.0044492221
       -4.00112             -50             1.5               0       6.8751597               0
 -5.5739228e-09      -45.999365             1.5   0.00063576956       3.7495194     0.004484863
 -4.1808647e-09             -50             1.5               0        6.875153               0
      4.0012709      -45.999327             1.5   -0.0028191761       3.7494706    0.0044540789
        4.00112             -50             1.5               0       6.8751598               0
      8.0024874      -45.999216             1.5    -0.006064892       3.7493311    0.0044073633
      8.0021916             -50             1.5               0       6.8751806               0
      12.003645      -45.999032             1.5   -0.0089743363       3.7490906    0.0043930144
      12.003208             -50             1.5               0       6.8752156               0
      16.004727      -45.998777             1.5    -0.011349511        3.748732    0.0043806326
      16.004155             -50             1.5               0       6.8752641               0
      20.005702      -45.998451             1.5    -0.012947444       3.7482325    0.0043599885
      20.005004             -50             1.5               0       6.8753254               0
      24.006527      -45.998058             1.5    -0.013495187        3.747575    0.0043305108
       24.00572             -50             1.5               0       6.8753979               0
      28.007153      -45.997616             1.5    -0.012689735       3.7467512    0.0042885853
      28.006263             -50             1.5               0       6.8754786               0
      32.007533      -45.997142             1.5    -0.010221631        3.745772     0.004226163
      32.006595             -50             1.5               0       6.8755632               0
      36.007633      -45.996675             1.5   -0.0058150845       3.7446791    0.0041357834
       36.00669             -50             1.5               0       6.8756457               0
      40.007444      -45.996258             1.5   0.00069417968       3.7435163    0.0040561963
      40.006538             -50             1.5               0       6.8757181               0
      44.006981      -45.995942             1.5    0.0093231714       3.7423576    0.0040404465
      44.006151             -50             1.5               0       6.8757715               0
      48.006286      -45.995778             1.5     0.019843809        3.741389    0.0040604798
      48.005562             -50             1.5               0       6.8757977               0
      52.005413      -45.995799             1.5     0.031698136       3.7408276    0.0040667839
      52.004815             -50             1.5               0       6.8757912               0
      56.004429      -45.996008             1.5     0.044078471       3.7407945    0.0040509255
      56.003965             -50             1.5               0       6.8757512               0
        60.0034      -45.996379             1.5     0.056069251       3.7412932    0.0040159167
      60.003071             -50             1.5               0       6.8756825               0
      64.002388      -45.996859             1.5      0.06683213       3.7422242    0.0039653965
      64.002188             -50             1.5               0       6.8755934               0
      68.001437      -45.997388             1.5     0.075756249       3.7434241     0.003901969
      68.001357             -50             1.5               0        6.875495               0
      72.000595       -45.99791             1.5      0.08252497       3.7447217    0.0038278999
       72.00062             -50             1.5               0       6.8753978               0
      75.999895      -45.998385             1.5     0.087095843       3.7459799    0.0037455389
      76.000004             -50             1.5               0       6.8753093               0
      79.999358      -45.998791             1.5        0.089624       3.7471134    0.0036572584
      79.999526             -50             1.5               0       6.8752337               0
      83.998988      -45.999119             1.5     0.090379226       3.7480788    0.0035654211
      83.999192             -50             1.5               0       6.8751725               0
      87.998776      -45.999375             1.5     0.089673629       3.7488687    0.0034711713
      87.998993             -50             1.5               0       6.8751247               0
      91.998699      -45.999567             1.5     0.087811478       3.7494915    0.0033756884
       91.99891             -50             1.5               0       6.8750887               0
      95.998727      -45.999707             1.5     0.085075103       3.7499641    0.0032805458
      95.998919             -50             1.5               0       6.8750622               0
      99.998827      -45.999806             1.5     0.081710123       3.7503117    0.0031864774
      99.998994             -50             1.5               0        6.875043               0
      103.99897      -45.999874             1.5     0.077915996       3.7505569    0.0030942004
      103.99911             -50             1.5               0       6.8750297               0
      107.99913       -45.99992             1.5     0.073852874       3.7507203    0.0030041712
      107.99924             -50             1.5               0       6.8750197               0
      111.99929      -45.999951             1.5     0.069646316       3.7508203    0.0029169899
      111.99938             -50             1.5               0       6.8750135               0
      115.99944      -45.999971             1.5     0.065391255       3.7508727    0.0028335726
       115.9995             -50             1.5               0       6.8750087               0
      119.99957      -45.999983             1.5     0.061156541       3.7508899     0.002754351
      119.99962             -50             1.5               0       6.8750055               0
      123.99968       -45.99999             1.5     0.056991755       3.7508818    0.0026792728
      123.99971             -50             1.5               0        6.875004               0
      127.99977      -45.999995             1.5     0.052931196       3.7508557    0.0026082994
      127.99979             -50             1.5               0       6.8750025               0
      131.99983      -45.999997             1.5     0.048996942       3.7508175    0.0025414708
      131.99985             -50             1.5               0       6.8750012               0
      135.99988      -45.999999             1.5     0.045201851       3.7507716    0.0024788523
       135.9999             -50             1.5               0       6.8750009               0
      139.99992             -46             1.5     0.041551816       3.7507215    0.0024204077
      139.99993             -50             1.5               0       6.8750014               0
      143.99995             -46             1.5     0.038047536       3.7506697    0.0023660986
      143.99995             -50             1.5               0       6.8750007               0
      147.99997             -46             1.5     0.034685993       3.7506181    0.0023158798
      147.99997             -50             1.5               0           6.875               0
      151.99998             -46             1.5     0.031461478       3.7505679    0.0022696643
      151.99998             -50             1.5               0           6.875               0
      155.99999             -46             1.5     0.028366423       3.7505201    0.0022273666
      155.99999             -50             1.5               0           6.875               0
      159.99999             -46             1.5     0.025392036       3.7504753    0.0021888781
      159.99999             -50             1.5               0       6.8749993               0
      163.99999             -46             1.5     0.022528769       3.7504338    0.0021541252
            164             -50             1.5               0           6.875               0
            168             -46             1.5     0.019766636       3.7503959    0.0021230132
            168             -50             1.5               0       6.8750007               0
            172             -46             1.5     0.017095418       3.7503615    0.0020954492
            172             -50             1.5               0           6.875               0
            176             -46             1.5     0.014505106       3.7503305    0.0020713888
            176             -50             1.5               0           6.875               0
            180             -46             1.5     0.011985746       3.7503023    0.0020508828
            180             -50             1.5               0           6.875               0
            184             -46             1.5    0.0095277594       3.7502771     0.002034569
            184             -50             1.5               0           6.875               0
            188             -46             1.5    0.0071207309       3.7502554    0.0020240081
            188             -50             1.5               0           6.875               0
            192             -46             1.5    0.0047541145       3.7502401    0.0020231433
            192             -50             1.5               0           6.875               0
            196             -46             1.5    0.0024145626       3.7502513    0.0020756809
            196             -50             1.5               0           6.875               0
            200             -50             1.5               0       7.9156923    0.0012444617
            200             -46             1.5               0       6.8742918    0.0034790888
           -196             -42             1.5   -0.0047063485       3.7521807    0.0035347127
           -200             -42             1.5               0       6.8769105    0.0057099048
           -192             -42             1.5   -0.0093930022       3.7521374    0.0035233255
           -188             -42             1.5    -0.014119731       3.7521758    0.0035389214
           -184             -42             1.5    -0.018920969       3.7522373     0.003559936
           -180             -42             1.5    -0.023814035       3.7523143    0.0035894912
           -176             -42             1.5     -0.02882042       3.7524048    0.0036265992
           -172             -42             1.5     -0.03396126       3.7525084    0.0036708941
           -168             -42             1.5    -0.039257603       3.7526251    0.0037224413
     -163.99999             -42             1.5    -0.044730179       3.7527555    0.0037813923
     -159.99999             -42             1.5    -0.050399722       3.7528991    0.0038478939
     -155.99998             -42             1.5    -0.056286553       3.7530549    0.0039220825
     -151.99997             -42             1.5    -0.062410186       3.7532216     0.004004073
     -147.99996             -42             1.5    -0.068788707       3.7533967    0.0040940414
     -143.99994             -42             1.5    -0.075437934        3.753577    0.0041921537
      -139.9999             -42             1.5    -0.082370259       3.7537579    0.0042985924
     -135.99986      -41.999998             1.5    -0.089593062       3.7539332    0.0044135513
      -131.9998      -41.999996             1.5    -0.097106399       3.7540944    0.0045372666
     -127.99971      -41.999991             1.5     -0.10490034       3.7542297    0.0046698487
      -123.9996      -41.999983             1.5     -0.11295117       3.7543229    0.0048111318
     -119.99946       -41.99997             1.5     -0.12121687       3.7543527    0.0049608884
     -115.99929      -41.999947             1.5     -0.12963194       3.7542918    0.0051190371
      -111.9991       -41.99991             1.5      -0.1380997       3.7541059    0.0052854388
     -107.99888      -41.999853             1.5     -0.14648429       3.7537509    0.0054597856
     -103.99866      -41.999766             1.5     -0.15460111        3.753173    0.0056415714
     -99.998453      -41.999636             1.5     -0.16220476       3.7523073    0.0058301585
     -95.998298      -41.999448             1.5     -0.16897763       3.7510786    0.0060247885
     -91.998232       -41.99918             1.5     -0.17452146       3.7494049    0.0062245874
       -87.9983       -41.99881             1.5     -0.17833863       3.7471931    0.0064292011
     -83.998541      -41.998313             1.5     -0.17985005       3.7443859    0.0066357726
     -79.998989      -41.997667             1.5     -0.17843528       3.7409517    0.0068422951
     -75.999659      -41.996861             1.5      -0.1734419       3.7369102    0.0070472715
     -72.000543      -41.995906             1.5     -0.16427985       3.7324135    0.0072453182
     -68.001612      -41.994839             1.5     -0.15058066       3.7277662    0.0074294335
     -64.002819      -41.993743             1.5     -0.13237439        3.723457    0.0075912992
     -60.004106      -41.992737             1.5     -0.11027912        3.720106     0.007722412
     -56.005421      -41.991951             1.5    -0.085567196       3.7183009      0.00781474
     -52.006691      -41.991505             1.5    -0.060028439       3.7183927    0.0078621389
     -48.007835       -41.99146             1.5    -0.035621161       3.7203528       0.0078665
     -44.008764      -41.991801             1.5    -0.014049495       3.7237463    0.0078591884
     -40.009399      -41.992454             1.5    0.0035289346       3.7278699    0.0079269366
     -36.009678      -41.993312             1.5     0.016612372       3.7321141    0.0080813187
     -32.009571      -41.994266             1.5     0.025256275       3.7361246    0.0082250131
     -28.009093      -41.995224             1.5      0.02989728       3.7396741    0.0083156105
     -24.008292      -41.996117             1.5     0.031170387       3.7426342    0.0083719684
     -20.007234      -41.996903             1.5     0.029740274        3.744984    0.0084120182
     -16.005986      -41.997556             1.5      0.02622812       3.7467635    0.0084427905
      -12.00461      -41.998067             1.5     0.021185592        3.748039    0.0084667988
     -8.0031429      -41.998434             1.5      0.01508401        3.748893    0.0084890844
     -4.0016059      -41.998655             1.5    0.0083220437       3.7493992    0.0085178756
  -8.759997e-09      -41.998731             1.5    0.0012340593        3.749571    0.0085348268
      4.0016059      -41.998655             1.5   -0.0058464129       3.7493869    0.0085183276
      8.0031429      -41.998434             1.5    -0.012582045       3.7488661    0.0084913486
       12.00461      -41.998067             1.5    -0.018640088       3.7479998    0.0084694255
      16.005986      -41.997556             1.5    -0.023627794       3.7467132    0.0084427518
      20.007234      -41.996903             1.5    -0.027076076       3.7449251    0.0084081283
      24.008292      -41.996117             1.5    -0.028433553       3.7425718    0.0083644973
      28.009094      -41.995223             1.5    -0.027080363       3.7396136    0.0083039409
      32.009572      -41.994265             1.5    -0.022358747        3.736071    0.0082085109
      36.009677      -41.993311             1.5    -0.013642419        3.732067    0.0080638302
      40.009399      -41.992453             1.5  -0.00050254093       3.7278139    0.0079252961
      44.008765        -41.9918             1.5     0.017116411       3.7236827     0.007875112
      48.007835       -41.99146             1.5     0.038715532       3.7203054    0.0078828043
      52.006691      -41.991505             1.5     0.063136926       3.7183741    0.0078724949
      56.005421      -41.991951             1.5     0.088676571       3.7183134    0.0078197019
      60.004106      -41.992737             1.5      0.11337524       3.7201476    0.0077232378
      64.002819      -41.993743             1.5      0.13544079       3.7235247    0.0075886439
      68.001612      -41.994839             1.5      0.15359712       3.7278565    0.0074235035
      72.000543      -41.995906             1.5      0.16722271       3.7325222    0.0072362519
      75.999659      -41.996861             1.5      0.17628771       3.7370329    0.0070353195
      79.998989      -41.997666             1.5      0.18116558       3.7410841    0.0068279314
      83.998541      -41.998313             1.5      0.18245542       3.7445258    0.0066195692
      87.998299       -41.99881             1.5      0.18081603       3.7473394    0.0064114754
      91.998232       -41.99918             1.5       0.1768713       3.7495564    0.0062054496
      95.998298      -41.999448             1.5      0.17120177       3.7512349    0.0060043267
      99.998453      -41.999636             1.5      0.16430405       3.7524669    0.0058084923
      103.99866      -41.999766             1.5      0.15657671       3.7533342    0.0056187591
      107.99888      -41.999853             1.5       0.1483381       3.7539117    0.0054357373
       111.9991       -41.99991             1.5      0.13983477       3.7542644     0.005260107
      115.99929      -41.999947             1.5      0.13125165       3.7544477    0.0050927163
      119.99946       -41.99997             1.5      0.12272478       3.7545063    0.0049340418
       123.9996      -41.999983             1.5      0.11435151       3.7544742    0.0047841495
      127.99971      -41.999991             1.5      0.10619733       3.7543786    0.0046429843
       131.9998      -41.999996             1.5     0.098304039       3.7542406    0.0045105271
      135.99986      -41.999998             1.5     0.090695141       3.7540759    0.0043867891
       139.9999             -42             1.5     0.083380658       3.7538966    0.0042717224
      143.99994             -42             1.5      0.07636061       3.7537119     0.004165204
      147.99996             -42             1.5     0.069627687       3.7535281    0.0040670755
      151.99997             -42             1.5     0.063169443       3.7533499    0.0039771731
      155.99998             -42             1.5     0.056969873       3.7531805    0.0038953169
      159.99999             -42             1.5     0.051010594       3.7530222    0.0038213046
      163.99999             -42             1.5     0.045271726       3.7528763    0.0037549771
            168             -42             1.5     0.039732514       3.7527436    0.0036961727
            172             -42             1.5     0.034371694       3.7526246     0.003644748
            176             -42             1.5     0.029168165       3.7525188     0.003600583
            180             -42             1.5     0.024100849       3.7524259    0.0035636059
            184             -42             1.5     0.019148717       3.7523465     0.003534161
            188             -42             1.5     0.014290313       3.7522825    0.0035132168
            192             -42             1.5    0.0095081868       3.7522416     0.003497656
            196             -42             1.5    0.0047654365       3.7522856     0.003509518
            200             -42             1.5               0       6.8771042    0.0056764637
           -196             -38             1.5   -0.0070626373       3.7554098    0.0045790986
           -200             -38             1.5               0       6.8816907    0.0073511313
           -192             -38             1.5    -0.014115756       3.7553886    0.0045794238
           -188             -38             1.5    -0.021227258       3.7554811    0.0046009944
           -184             -38             1.5    -0.028446685       3.7556148    0.0046293432
           -180             -38             1.5    -0.035798576       3.7557819    0.0046701993
           -176             -38             1.5    -0.043317007       3.7559804    0.0047223896
           -172             -38             1.5    -0.051034322       3.7562099    0.0047857646
           -168             -38             1.5    -0.058982796       3.7564707    0.0048603604
     -163.99999             -38             1.5     -0.06719449       3.7567626    0.0049463133
     -159.99999             -38             1.5    -0.075701442        3.757085    0.0050437424
     -155.99998      -38.000001             1.5    -0.084535181       3.7574357    0.0051528077
     -151.99997      -38.000001             1.5    -0.093726126       3.7578117    0.0052737144
     -147.99995      -38.000001             1.5     -0.10330276        3.758208    0.0054067212
     -143.99992      -38.000001             1.5     -0.11329046       3.7586174    0.0055520975
     -139.99988             -38             1.5     -0.12370987       3.7590301    0.0057101314
     -135.99982      -37.999999             1.5     -0.13457451       3.7594319    0.0058811392
     -131.99973      -37.999997             1.5     -0.14588775       3.7598037    0.0060653761
     -127.99962      -37.999991             1.5     -0.15763858       3.7601194    0.0062630214
     -123.99947      -37.999981             1.5     -0.16979686       3.7603435    0.0064742437
     -119.99928      -37.999963             1.5     -0.18230607       3.7604285    0.0066990446
     -115.99905      -37.999933             1.5     -0.19507566       3.7603136    0.0069374468
     -111.99878      -37.999884             1.5     -0.20796902       3.7599217    0.0071894491
     -107.99847      -37.999807             1.5     -0.22079175       3.7591546    0.0074549933
     -103.99815      -37.999688             1.5     -0.23327733       3.7578904    0.0077339234
     -99.997841      -37.999509             1.5     -0.24506693       3.7559818    0.0080260556
     -95.997594      -37.999246             1.5     -0.25569049       3.7532569    0.0083312058
     -91.997461      -37.998867             1.5      -0.2645512       3.7495244    0.0086492133
     -87.997506      -37.998337             1.5     -0.27089394       3.7445685    0.0089812717
      -83.99779      -37.997613             1.5     -0.27381413       3.7382517    0.0093236932
     -79.998362      -37.996657             1.5     -0.27233059       3.7304898    0.0096738057
     -75.999244      -37.995438             1.5     -0.26537377       3.7212998     0.010030186
     -72.000424      -37.993958             1.5     -0.25190318       3.7109954     0.010382846
     -68.001854      -37.992267             1.5     -0.23117975       3.7002586     0.010715959
     -64.003464      -37.990486             1.5     -0.20307771       3.6902176      0.01100915
     -60.005178      -37.988816             1.5     -0.16847427       3.6823466     0.011242694
     -56.006934      -37.987492             1.5     -0.12943035       3.6780734     0.011404429
     -52.008653      -37.986736             1.5    -0.088975083       3.6782499     0.011492251
     -48.010234      -37.986657             1.5    -0.050451303       3.6827926     0.011517987
     -44.011551      -37.987223             1.5    -0.016725636       3.6906679     0.011529646
     -40.012479      -37.988291             1.5     0.010330157       3.7002847     0.011625845
     -36.012917      -37.989674             1.5     0.029999276       3.7101943     0.011812364
     -32.012814      -37.991188             1.5     0.042546312       3.7194603     0.011977227
     -28.012188      -37.992689             1.5     0.048854349       3.7275496     0.012070407
      -24.01111      -37.994076             1.5     0.050040991       3.7342283     0.012116649
      -20.00968      -37.995285             1.5     0.047195249       3.7394968     0.012145948
     -16.007998      -37.996285             1.5     0.041287048       3.7434723     0.012172593
      -12.00615      -37.997065             1.5     0.033151407       3.7463185     0.012198704
     -8.0041899      -37.997622             1.5     0.023481268       3.7482132     0.012221118
     -4.0021413      -37.997959             1.5      0.01285981       3.7493036      0.01223475
 -1.4546692e-08      -37.998074             1.5    0.0017947796       3.7496559     0.012238734
      4.0021413      -37.997959             1.5   -0.0092548922       3.7492707     0.012236475
      8.0041899      -37.997622             1.5    -0.019833999        3.748148     0.012225539
       12.00615      -37.997064             1.5    -0.029439101       3.7462262     0.012202762
      16.007998      -37.996285             1.5    -0.037491895       3.7433565     0.012173646
       20.00968      -37.995285             1.5    -0.043303282       3.7393625     0.012143295
      24.011111      -37.994075             1.5    -0.046038276       3.7340848     0.012109907
      28.012189      -37.992688             1.5    -0.044731035       3.7274072      0.01205884
      32.012815      -37.991188             1.5    -0.038301374       3.7193294     0.011960153
      36.012918      -37.989672             1.5    -0.025642151       3.7100777     0.011794513
       40.01248       -37.98829             1.5   -0.0058836024       3.7001685      0.01162482
      44.011551      -37.987222             1.5     0.021231163       3.6905557     0.011547952
      48.010235      -37.986656             1.5     0.054992171       3.6827135     0.011537873
      52.008653      -37.986735             1.5     0.093533605       3.6782226     0.011505129
      56.006934      -37.987491             1.5      0.13398828       3.6781036     0.011409899
      60.005178      -37.988816             1.5      0.17301106       3.6824341     0.011241952
      64.003464      -37.990486             1.5       0.2075685       3.6903597     0.011003225
      68.001854      -37.992267             1.5      0.23559485       3.7004508     0.010705438
      72.000423      -37.993957             1.5      0.25620925       3.7112308     0.010368117
      75.999244      -37.995437             1.5       0.2695387       3.7215694      0.01001162
      79.998361      -37.996656             1.5      0.27632932       3.7307838    0.0096519257
       83.99779      -37.997613             1.5      0.27763272       3.7385644    0.0092990375
      87.997506      -37.998337             1.5      0.27452539       3.7448955     0.008954239
      91.997461      -37.998867             1.5      0.26799389       3.7498612    0.0086200186
      95.997593      -37.999246             1.5      0.25894643       3.7536017    0.0082999569
      99.997841      -37.999509             1.5      0.24813757        3.756332    0.0079929648
      103.99815      -37.999688             1.5      0.23616479        3.758243    0.0076991433
      107.99847      -37.999807             1.5      0.22349918       3.7595062    0.0074186368
      111.99878      -37.999884             1.5       0.2105006       3.7602692    0.0071516369
      115.99905      -37.999933             1.5       0.1974364       3.7606555    0.0068983465
      119.99928      -37.999963             1.5      0.18450188       3.7607643    0.0066589585
      123.99947      -37.999981             1.5      0.17183404        3.760673     0.006433526
      127.99962      -37.999991             1.5      0.15952334       3.7604422    0.0062218738
      131.99973      -37.999997             1.5      0.14762641        3.760119    0.0060238261
      135.99982      -37.999999             1.5       0.1361733       3.7597388    0.0058392038
      139.99988             -38             1.5      0.12517483       3.7593282    0.0056678699
      143.99992      -38.000001             1.5      0.11462768       3.7589069    0.0055096044
      147.99995      -38.000001             1.5      0.10451824       3.7584894    0.0053640997
      151.99997      -38.000001             1.5       0.0948257       3.7580857    0.0052310748
      155.99998      -38.000001             1.5      0.08552437        3.757703    0.0051102433
      159.99999             -38             1.5     0.076585307        3.757346    0.0050013116
      163.99999             -38             1.5     0.067977575       3.7570179     0.004904035
            168             -38             1.5     0.059669074       3.7567205    0.0048182354
            172             -38             1.5      0.05162714       3.7564546    0.0047437961
            176             -38             1.5     0.043819203       3.7562201    0.0046805993
            180             -38             1.5     0.036212832       3.7560168    0.0046285913
            184             -38             1.5     0.028775598       3.7558451    0.0045878792
            188             -38             1.5     0.021473257       3.7557069    0.0045595965
            192             -38             1.5     0.014281129       3.7556103    0.0045380646
            196             -38             1.5    0.0071466703       3.7556319    0.0045384101
            200             -38             1.5               0       6.8821009    0.0072956601
           -196             -34             1.5   -0.0094044105       3.7600447    0.0054527152
           -200             -34             1.5               0       6.8889406    0.0087108798
           -192             -34             1.5    -0.018811073       3.7600573    0.0054553515
           -188             -34             1.5    -0.028298581       3.7602195    0.0054810194
           -184             -34             1.5    -0.037923875       3.7604513    0.0055169272
           -180             -34             1.5    -0.047721292        3.760743     0.005569143
           -176             -34             1.5    -0.057738336       3.7610921    0.0056363741
           -172             -34             1.5     -0.06801852       3.7614985    0.0057186689
     -167.99999             -34             1.5    -0.078606002       3.7619621    0.0058160645
     -163.99999             -34             1.5    -0.089544764       3.7624828    0.0059286835
     -159.99998      -34.000001             1.5      -0.1008789       3.7630591    0.0060566526
     -155.99997      -34.000001             1.5     -0.11265201       3.7636878    0.0062001787
     -151.99996      -34.000001             1.5     -0.12490651       3.7643637    0.0063595469
     -147.99993      -34.000002             1.5      -0.1376827       3.7650787    0.0065350976
     -143.99989      -34.000002             1.5     -0.15101737       3.7658208    0.0067272302
     -139.99983      -34.000003             1.5     -0.16494175       3.7665728    0.0069363847
     -135.99975      -34.000002             1.5     -0.17947867       3.7673105    0.0071629966
     -131.99964      -34.000001             1.5     -0.19463873       3.7680005    0.0074074323
     -127.99949      -33.999996             1.5     -0.21041511       3.7685976    0.0076700664
     -123.99929      -33.999986             1.5     -0.22677737       3.7690397     0.007951363
     -119.99903      -33.999968             1.5     -0.24366229       3.7692447    0.0082517039
      -115.9987      -33.999936             1.5     -0.26096351       3.7691053    0.0085714604
     -111.99832      -33.999882             1.5     -0.27851687       3.7684846    0.0089110414
     -107.99787      -33.999794             1.5      -0.2960816       3.7672093    0.0092709504
      -103.9974      -33.999656             1.5     -0.31332231       3.7650606     0.009651808
     -99.996941      -33.999445             1.5     -0.32978203       3.7617724     0.010054489
     -95.996551       -33.99913             1.5      -0.3448499       3.7570302     0.010480123
     -91.996309      -33.998668             1.5     -0.35773457       3.7504748     0.010930426
     -87.996308      -33.998008             1.5     -0.36741966       3.7417012     0.011408913
     -83.996641      -33.997086             1.5     -0.37264702       3.7304282     0.011911257
     -79.997382      -33.995835             1.5     -0.37200694       3.7164541     0.012434098
     -75.998569      -33.994192             1.5     -0.36389766       3.6997327     0.012975062
      -72.00018      -33.992128             1.5     -0.34663298       3.6807318      0.01351644
     -68.002132      -33.989683             1.5     -0.31881793       3.6606205     0.014026944
      -64.00431      -33.987017             1.5     -0.27986824       3.6414996     0.014468109
     -60.006607      -33.984437             1.5     -0.23077834        3.626306      0.01481021
